Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
Sistem sezgisel olmalıdır kendini açıklayıcı ve,1,0,1,1,1,1,1,0,0
işlet Ürün bir emlakçının öğrenmesi kolay olmalıdır,1,0,1,1,1,1,1,0,0
Ürün bir emlakçının olmalıdır kolay öğrenmesi,1,0,1,1,1,1,1,0,0
Ürün bir emlakçının öğrenmesi,1,0,1,1,1,1,1,0,0
içerik Ürün emlakçı topluluğu tarafından doğal olarak anlaşılabilir semboller ve kelimeler kullanmalıdır,1,1,1,1,1,1,1,1,0
Ürün onayla arama sonuçlarını kabul edilebilir bir sürede üretmelidir,1,0,1,1,1,1,1,0,0
Ürün arama edilebilir kabul sonuçlarını bir sürede üretmelidir,1,0,1,1,1,1,1,0,0
arama bir sürede üretmelidir,1,0,1,1,1,1,1,0,0
Arama sonuçları kişi arama kriterlerini girdikten en geç 30 saniye sonra döndürülmelidir,1,1,1,1,1,1,1,1,1
Ürün bir CMA raporunu kabul edilebilir bir temin et sürede oluşturmalıdır,1,0,1,1,1,1,1,0,0
edilebilir bir CMA raporunu kabul Ürün bir sürede oluşturmalıdır,1,0,1,1,1,1,1,0,0
bir raporunu kabul edilebilir bir sürede oluşturmalıdır,1,0,1,1,1,1,1,0,0
CMA raporu operatör CMA rapor kriterlerini girdikten en geç 60 saniye sonra döndürülmelidir,1,1,1,1,1,1,1,1,1
Ürün kişileri ve aktar randevuları kabul edilebilir bir sürede senkronize etmelidir,1,0,1,1,1,1,1,0,0
Ürün kişileri ve randevuları kabul edilebilir sürede bir senkronize etmelidir,1,0,1,1,1,1,1,0,0
Ürün kişileri ve randevuları edilebilir bir sürede senkronize etmelidir,1,0,1,1,1,1,1,0,0
Ürün her saat ofis sistemiyle senkronize olmalıdır,1,1,1,1,1,1,1,1,1
Ürün yılda 365 gün günde 24 saat kullanıma sunulmalıdır,1,1,1,1,1,1,1,1,1
Sisteme 1000 erişimden uygulama 999 kez kullanılabilir olmalıdır,1,1,1,1,1,1,1,1,1
arıza Ürün internet bağlantısı kullanılamadığında çevrimdışı modda çalışmalıdır,1,1,1,1,1,1,1,1,0
Ürün kullanıcının önceden indirilmiş arama sonuçlarını CMA raporlarını ve randevuları görüntülemesine ruhsat vermelidir,1,1,1,1,1,1,1,1,0
Ürün kullanıcının önceden indirilmiş arama sonuçlarını CMA raporlarını veri ve randevuları görüntülemesine izin vermelidir,1,1,1,1,1,1,1,1,0
Ürün bir hata durumunda kişi tercihlerini korumalıdır,1,1,1,1,1,1,1,1,0
Ürün bir hata durumunda yazılım kullanıcı tercihlerini korumalıdır,1,1,1,1,1,1,1,1,0
Kaydedilmiş kullanıcı tercihlerinin %100'ü yazılım tekrar çevrimiçi olduğunda geri yüklenmelidir,1,1,1,1,1,1,1,1,1
çizelge Ürün birden fazla uzak kullanıcıyı destekleyebilmelidir,1,1,1,1,1,1,1,1,0
Ürün 1000 eşzamanlı kullanıcıyı destekleyebilmelidir,1,1,1,1,1,1,1,1,1
Ürün mevcut 1000 kullanıcıyı idare edebilmelidir. yapı değiştir Bu sayının önümüzdeki yıl içinde 5 kat artması bekleniyor,1,1,1,1,1,1,0,1,1
edebilmelidir. mevcut 1000 kullanıcıyı idare Ürün içinde sayının önümüzdeki yıl Bu 5 kat artması bekleniyor,1,1,1,1,1,1,0,1,1
Ürün mevcut kullanıcıyı Bu sayının önümüzdeki yıl 5 artması bekleniyor,1,1,1,1,1,1,0,1,1
Ürün eğitimsiz bir emlakçı tarafından ayrı basılı talimatlara başvurmadan kurulmalıdır emniyet,1,1,1,1,1,1,1,1,0
Eğitimsiz emlakçıların %90'ı ürünü basılı talimatlar olmadan cihazlarına kurabilmelidir,1,1,1,1,1,1,1,1,1
Ürünün Windows CE ve Palm işletim sistemlerinde çalışması beklenmektedir,1,1,1,1,1,1,1,1,1
kaydet Yalnızca kayıtlı emlakçılar sisteme erişebilmelidir,1,1,1,1,1,1,1,1,0
Sistemin her açıkla kullanıcısı kimliği doğrulanmalı ve yetkilendirilmelidir,1,1,1,1,1,1,1,1,0
Ürün verilerinin yanlış içerik girişinden korunmasını sağlamalıdır,1,1,1,1,1,1,1,1,0
Ürün veri verilerinin yanlış veri girişinden korunmasını sağlamalıdır,1,1,1,1,1,1,1,1,0
Sistem bir emlak acentesinin MLS bilgilerini sorgulamasına onay vermelidir,1,1,1,1,1,1,1,1,0
Sistem bir emlak acentesinin MLS sorgula bilgilerini sorgulamasına izin vermelidir,1,1,1,1,1,1,1,1,0
çalışan seçilen bir mülke sürüş talimatları alabilmelidir,1,1,1,1,1,1,1,1,0
Kullanıcı seçilen bir mülke sürüş ambar talimatları alabilmelidir,1,1,1,1,1,1,1,1,0
kişi müşteriler için randevuları ve iletişim bilgilerini indirebilmelidir,1,1,1,1,1,1,1,1,0
Kullanıcı müşteriler için hız randevuları ve iletişim bilgilerini indirebilmelidir,1,1,1,1,1,1,1,1,0
uygulama arama sonuçlarında net mülk görüntüleri görüntülemelidir,1,1,1,1,1,1,1,1,0
Sistem arama sonuçlarında net mülk görüntüleri izin görüntülemelidir,1,1,1,1,1,1,1,1,0
platform mesai saatleri boyunca tüm kullanıcı isteklerini/kullanımını idare edebilmelidir,1,1,1,1,1,1,1,1,0
Sistem mesai saatleri boyunca aktar tüm kullanıcı isteklerini/kullanımını idare edebilmelidir,1,1,1,1,1,1,1,1,0
uygulama 09:00 ile 17:00 arası 10 eşzamanlı kullanıcıya hizmet vermelidir,1,1,1,1,1,1,1,1,1
yazılım önümüzdeki 10 yıl için hemşirelik öğrencilerinin ve sınıflarının %100'ünü işleyebilmelidir,1,1,1,1,1,1,1,1,1
Sistemin minimum 5 yıl hemşirelik programı müfredatını ve sınıf/klinik planlamasını yönetmesi beklenmelidir,1,1,1,1,1,1,1,1,1
platform DePaul Üniversitesi Hemşirelik Bölümüne özgü bir iş ofisi ortamında çalışabilmelidir,1,1,1,1,1,1,1,1,0
Sistem DePaul Üniversitesi Hemşirelik Bölümüne özgü bir iş güvence altına al ofisi ortamında çalışabilmelidir,1,1,1,1,1,1,1,1,0
yazılım Program Yöneticileri/Hemşirelik Personel Üyeleri tarafından kullanılan bilgisayarlar tarafından tanımlanan özellikler dahilinde kullanılmalıdır,1,1,1,1,1,1,1,1,0
Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri tarafından kullanılan bilgisayarlar tarafından tanımlanan özellikler kayıt dahilinde kullanılmalıdır,1,1,1,1,1,1,1,1,0
Geçmiş istatistikleri ve verileri depolamak için ikincil bir depo kullanılacaktır,1,1,1,1,1,1,1,1,0
Geçmiş istatistikleri ve verileri depolamak için ikincil bir veritabanı doğrula kullanılacaktır,1,1,1,1,1,1,1,1,0
uygulama randevu planlamak için satıcıyı veya alıcıyı arayabilmelidir,1,1,1,1,1,1,1,1,0
Sistem randevu planlamak için satıcıyı içerik veya alıcıyı arayabilmelidir,1,1,1,1,1,1,1,1,0
Emlakçı ofis sistemiyle otomatik senkronizasyondan sonra yeni müşteri randevularından haberdar edilmelidir sonlandır,1,1,1,1,1,1,1,1,0
Emlakçı belirli bir alan uygulama için mülk konumlarını gösteren bir harita alabilmelidir,1,1,1,1,1,1,1,1,0
platform bir satıcı veya alıcı randevu talebine yanıt verdiğinde emlakçıyı bilgilendirmelidir,1,1,1,1,1,1,1,1,0
Sistem bir satıcı veya alıcı randevu talebine yanıt gerekli verdiğinde emlakçıyı bilgilendirmelidir,1,1,1,1,1,1,1,1,0
Ürün kullanıcının mülk arama sonuçlarını kaydetmesine yetki vermelidir,1,1,1,1,1,1,1,1,0
Ürün kullanıcının mülk arama sonuçlarını kaydetmesine izin vermelidir arşivle,1,1,1,1,1,1,1,1,0
uygulama Program Yöneticileri/Hemşirelik Personel Üyeleri tarafından kullanımı kolay olmalıdır,1,1,1,1,1,1,1,1,0
Sistem Program Yöneticileri/Hemşirelik Personel sınırla Üyeleri tarafından kullanımı kolay olmalıdır,1,1,1,1,1,1,1,1,0
Tüm kullanıcılar bir günlük eğitimden sonra sistemi kullanabilmelidir,1,1,1,1,1,1,1,1,1
platform kullanıcının hemşirelik öğrencileri için sınıf ve klinikleri planlarken sorun yapmasını önlemesine yardımcı olmalıdır,1,1,1,1,1,1,1,1,0
kısıtla Sistem kullanıcının hemşirelik öğrencileri için sınıf ve klinikleri planlarken hata yapmasını güvence önlemesine yardımcı olmalıdır,1,1,1,1,1,1,1,1,0
Öğrenciler tarafından not edilen hataların sayısı ilk yıl %50 azaltılmalıdır,1,1,1,1,1,1,1,1,1
platform Program Yöneticileri/Hemşirelik Personel Üyeleri için sezgisel olmalıdır,1,0,1,1,1,1,1,0,0
onayla Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri için sezgisel olmalıdır,1,0,1,1,1,1,1,0,0
Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri sezgisel için olmalıdır,1,0,1,1,1,1,1,0,0
Sistem Program Personel Üyeleri için sezgisel olmalıdır,1,0,1,1,1,1,1,0,0
Program Yöneticileri/Hemşirelik Personel Üyelerinin 3'te 2'si sınıf ve kliniklerin planlamasını yönetmek için sistemi başarıyla kullanabilmelidir,1,1,1,1,1,1,1,1,1
Sistem çalışan topluluğu tarafından doğal olarak anlaşılabilir semboller ve kelimeler kullanmalıdır,1,1,1,1,1,1,1,1,0
Sistem kullanıcı topluluğu tarafından doğal başlat olarak anlaşılabilir semboller ve kelimeler kullanmalıdır,1,1,1,1,1,1,1,1,0
yazılım içinde kullanılan ifadeler Standart İngilizce ve ulusal Hemşirelik Topluluğunun terminolojisiyle tutarlı olmalıdır,1,1,1,1,1,1,1,1,0
Sistem içinde kullanılan ifadeler Standart hata İngilizce ve ulusal Hemşirelik Topluluğunun terminolojisiyle tutarlı olmalıdır,1,1,1,1,1,1,1,1,0
Personel değiştir üyeleri bir dizi görevi zamanında tamamlayabilmelidir,1,0,1,1,1,1,1,0,0
Personel üyeleri bir dizi zamanında görevi tamamlayabilmelidir,1,0,1,1,1,1,1,0,0
üyeleri dizi görevi zamanında,1,0,1,1,1,1,1,0,0
Genel öğrenci yönetimi görevlerinin yanıt süresi 5 saniyeden uzun sürmemeli ve program rapor oluşturma yanıt mesaj süresi 30 saniyeden uzun sürmemelidir,1,1,1,1,1,1,0,1,1
Genel program yönetimi görevlerinin yanıt süresi 5 saniyeden saniyeden sürmemeli ve öğrenci oluşturma yanıt süresi 30 uzun uzun sürmemelidir,1,1,1,1,1,1,0,1,1
Genel öğrenci görevlerinin yanıt süresi 5 saniyeden uzun sürmemeli ve program oluşturma yanıt 30 saniyeden uzun sürmemelidir,1,1,1,1,1,1,0,1,1
uygulama sabah 8 ile akşam 6 saatleri arasında kullanıma sunulmalıdır,1,1,1,1,1,1,1,1,1
uygulama Windows XP Professional işletim sistemi içinde çalışmalıdır,1,1,1,1,1,1,1,1,1
Sistem CampusConnect merkezi sunucusuyla ekran oluşturmalıdır,1,1,1,1,1,1,1,1,0
Sistem şifre CampusConnect merkezi sunucusuyla arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
uygulama fakülte merkezi sunucusuyla arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
Sistem fakülte merkezi sunucusuyla kontrol et arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
Sistem öğrenci ana sunucusuyla kullanıcı arabirimi oluşturmalıdır,1,1,1,1,1,1,1,1,0
Sistem kontrol paneli öğrenci ana sunucusuyla arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
Herhangi bir HTML tarayıcısıyla kullanıcı arabirimi oluşturabilmeliyiz,1,1,1,1,1,1,1,1,0
Herhangi bir HTML tarayıcısıyla sürat arayüz oluşturabilmeliyiz,1,1,1,1,1,1,1,1,0
Yalnızca denetle yetkili kullanıcılar klinik site bilgilerine erişebilmelidir,1,1,1,1,1,1,1,1,0
Program Yöneticileri/Hemşirelik Personel Üyeleri klinik site detaylarına erişebilecek tek kişilerdir güvenlik,1,1,1,1,1,1,1,1,0
Yalnızca yetkili kullanıcılar öğrencilerin kişisel doküman bilgilerine erişebilmelidir,1,1,1,1,1,1,1,1,0
Dr Susan Poslusny ve Dr Julie Donalek ihbar öğrencilerin kişisel bilgilerine erişebilecek tek kişilerdir,1,1,1,1,1,1,1,1,0
Yalnızca yetkili kullanıcılar CampusConnect ile ekran oluşturan sistem bölümüne erişebilmelidir,1,1,1,1,1,1,1,1,0
Yalnızca yetkili onayla kullanıcılar CampusConnect ile arayüz oluşturan sistem bölümüne erişebilmelidir,1,1,1,1,1,1,1,1,0
Uygunluk veri Kriteri,0,0,0,0,0,0,1,0,0
Kriteri Uygunluk,0,0,0,0,0,0,1,0,0
Uygunluk belirle Kriteri,0,0,0,0,0,0,1,0,0
Kriteri Uygunluk,0,0,0,0,0,0,1,0,0
platform yanlış veya geçersiz bilgi girişi olasılığını azaltmak için temel veri bütünlüğü kontrolüne sahip olmalıdır,1,1,1,1,1,1,1,1,0
Sistem yanlış veya geçersiz veri girişi çıktı olasılığını sağla azaltmak için temel veri bütünlüğü kontrolüne sahip olmalıdır,1,1,1,1,1,1,1,1,0
yazılım kuruluşun bilgi politikasına uygun olarak özel bilgileri korumalıdır,1,1,1,1,1,1,1,1,0
Sistem kuruluşun bilgi politikasına uygun olarak sorgula özel bilgileri korumalıdır,1,1,1,1,1,1,1,1,0
uygulama kötü niyetli müdahaleden mümkün olduğunca güvenli olacak şekilde inşa edilmelidir,1,0,1,1,1,1,1,0,0
şifre Sistem kötü niyetli müdahaleden mümkün olduğunca güvenli olacak şekilde inşa edilmelidir,1,0,1,1,1,1,1,0,0
Sistem kötü niyetli müdahaleden inşa olduğunca güvenli olacak şekilde mümkün edilmelidir,1,0,1,1,1,1,1,0,0
niyetli mümkün olduğunca güvenli olacak şekilde inşa edilmelidir,1,0,1,1,1,1,1,0,0
uygulama kendisine yönelik tehditleri izlemeye yardımcı olmak için kuruluşun standart virüs güvenlik yazılımını kullanmalıdır,1,1,1,1,1,1,1,1,0
Sistem kendisine yönelik tehditleri oluştur izlemeye filtrele yardımcı olmak için kuruluşun standart virüs koruma yazılımını kullanmalıdır,1,1,1,1,1,1,1,1,0
Bir kohort bölüm tarafından sunulan bağlantı bir Çalışma Programı ile ilişkilendirilmelidir,1,1,1,1,1,1,1,1,0
Program Yöneticileri ve Hemşirelik Personel Üyeleri bir kohorta öğrenci çizelge listesi ekleyebilmelidir,1,1,1,1,1,1,1,1,0
Program Yöneticileri ve idare et Hemşirelik Personel Üyeleri bir kohorta tek bir öğrenci ekleyebilmelidir,1,1,1,1,1,1,1,1,0
Bir kohorta eklenen öğrenciler denetle kohortun Çalışma Programı için uygun olmalıdır,1,1,1,1,1,1,1,1,0
Program Yöneticileri ve Hemşirelik Personel Üyeleri özet belirli bir kohort için tercih edilen temizle sınıf sırasını belirleyebilmelidir,1,1,1,1,1,1,1,1,0
Bir kohort hız için bir sıra içindeki her sınıf için şifre Program Yöneticileri ve Hemşirelik erişim Personel Üyeleri o sınıfın hangi çeyrekte sunulacağını belirleyebilmelidir,1,1,1,1,1,1,1,1,0
Program Yöneticileri ve Hemşirelik Personel Üyeleri bir kontrol et sınıf sırasına yeni sınıflar ekleyebilmelidir,1,1,1,1,1,1,1,1,0
program güncellemeleri NFL sezonunun ortasında Çarşamba sabahı CST 03:00 ile 06:00 arasında gerçekleşmelidir,1,1,1,1,1,1,1,1,1
Yeni platform sürüm sürümleri her NFL sezonunun başında yayınlanmalıdır,1,1,1,1,1,1,1,1,1
platform Sync Matrix 1.0 ve Exercise Management Tool 1.0 uygulamalarından verileri görüntülemelidir,1,1,1,1,1,1,1,1,0
Sistem vakit Sync Matrix 1.0 ve Exercise Management Tool 1.0 uygulamalarından verileri görüntülemelidir,1,1,1,1,1,1,1,1,0
platform Etkinlikleri değişiklikler için Sync Matrix 1.0 veya Exercise Management Tool 1.0 uygulamalarına geri bağlamalıdır,1,1,1,1,1,1,1,1,0
Sistem Etkinlikleri değişiklikler için Sync Matrix 1.0 veya Exercise hata Management Tool sakla 1.0 uygulamalarına geri bağlamalıdır,1,1,1,1,1,1,1,1,0
Sistem görüntünün değiştirilmesine yetki vermelidir,1,0,1,1,1,1,1,0,0
Sistem görüntünün ebilir değiştirilmesine izin vermelidir,1,0,1,1,1,1,1,0,0
Sistem görüntünün izin değiştirilmesine vermelidir,1,0,1,1,1,1,1,0,0
platform egzersizdeki tüm Etkinliklerin görüntüsünü sunmalıdır,1,1,1,1,1,1,1,1,0
Sistem egzersizdeki tüm Etkinliklerin görüntüsünü sun sunmalıdır,1,1,1,1,1,1,1,1,0
platform verileri filtrelemelidir,1,0,1,1,1,1,1,0,0
ver Sistem verileri filtrelemelidir,1,0,1,1,1,1,1,0,0
verileri Sistem filtrelemelidir,1,0,1,1,1,1,1,0,0
Sistem kullanıcının süre dilimlerini tanımlamasına izin vermelidir,1,1,1,1,1,1,1,1,0
Sistem kullanıcının zaman dilimlerini tanımlamasına izin kaydet vermelidir,1,1,1,1,1,1,1,1,0
yazılım yerel ve egzersiz zamanını ayrı saatlerde görüntülemelidir,1,1,1,1,1,1,1,1,0
Sistem yerel ve egzersiz zamanını ayrı saatlerde görüntülemelidir yanıt süresi,1,1,1,1,1,1,1,1,0
Sistem bilgi yenilemesini duraklatma ve devam ettirme yeteneği sunmalıdır,1,1,1,1,1,1,1,1,0
Sistem veri yenilemesini duraklatma kontrol ve devam ettirme yeteneği sunmalıdır,1,1,1,1,1,1,1,1,0
uygulama Etkinlik veya Olay gerçek ile varsayılan zaman için grafikler sağlamalıdır,1,1,1,1,1,1,1,1,0
Sistem Etkinlik veya Olay gerçek gönder ile varsayılan zaman için grafikler sağlamalıdır,1,1,1,1,1,1,1,1,0
RFS sistemi özellikle bütçeleme döneminde 7/24 kullanılabilir olmalıdır. RFS sistemi tüm yıl zamanın %90'ında ve bütçeleme döneminde %98'inde kullanılabilir olmalıdır. Zamanın %2'sinde uygulama durumun bildirildiği andan itibaren 1 saat içinde kullanılabilir hale gelecektir,1,1,1,1,1,1,0,1,1
RFS sistemi özellikle platform bütçeleme bağlantı döneminde 7/24 kullanılabilir olmalıdır. RFS sistemi tüm yıl zamanın %90'ında ve bütçeleme döneminde %98'inde kullanılabilir olmalıdır. Zamanın %2'sinde sistem durumun veri bildirildiği andan itibaren 1 saat bildir içinde kullanılabilir hale gelecektir,1,1,1,1,1,1,0,1,1
RFS sistemi özellikle bütçeleme döneminde 7/24 kullanılabilir olmalıdır. kullanılabilir sistemi tüm yıl andan %90'ında ve bütçeleme döneminde %98'inde kullanılabilir olmalıdır. Zamanın %2'sinde sistem durumun bildirildiği hale itibaren RFS saat içinde 1 zamanın gelecektir,1,1,1,1,1,1,0,1,1
RFS sistemi özellikle bütçeleme döneminde 7/24 kullanılabilir olmalıdır. sistemi tüm yıl zamanın %90'ında ve bütçeleme döneminde %98'inde kullanılabilir olmalıdır. Zamanın %2'sinde sistem durumun bildirildiği andan 1 saat içinde hale gelecektir,1,1,1,1,1,1,0,1,1
çalışan iş istasyonlarının %98'i uygulama öncesinde minimum donanım gereksinimlerini karşılamalıdır,1,0,1,1,1,1,1,1,1
Kullanıcı zaman iş istasyonlarının %98'i uygulama öncesinde minimum donanım gereksinimlerini karşılamalıdır,1,0,1,1,1,1,1,1,1
Kullanıcı iş istasyonlarının %98'i donanım öncesinde minimum uygulama gereksinimlerini karşılamalıdır,1,0,1,1,1,1,1,1,1
Kullanıcı iş istasyonlarının %98'i yazılım öncesinde minimum yazılım gereksinimlerini karşılamalıdır,1,1,1,1,1,1,1,1,1
RFS sistemi verileri yüklemek için BDW ortamıyla kolayca ekran oluşturabilmelidir. Her yıl bütçeleme sürecinin başlangıcından bir gün önce 3 saat içinde BDW'den 7 kayıt dosyası alınmalı ve RFS sistemine yüklenmelidir. Veriler Ekim ay sonu itibarıyla olacaktır. Test dosyaları (7) yıl boyunca BDW'den 5 kereye kadar yüklenmelidir,1,1,1,1,1,1,0,1,1
bildirim RFS sistemi verileri yüklemek için BDW ortamıyla kolayca arayüz oluşturabilmelidir. Her yıl bütçeleme sürecinin başlangıcından bir gün ekran önce kaydet 3 saat içinde arşivle BDW'den 7 veri dosyası alınmalı ve depola RFS sistemine yüklenmelidir. Veriler Ekim ay sonu itibarıyla olacaktır. Test dosyaları (7) yıl boyunca BDW'den 5 denetim kereye kadar yüklenmelidir,1,1,1,1,1,1,0,1,1
RFS ortamıyla verileri yüklemek için BDW sistemi kolayca arayüz oluşturabilmelidir. Her yıl bütçeleme sürecinin dosyası bir gün 5 BDW'den saat içinde BDW'den 7 önce ay alınmalı ve RFS sistemine yüklenmelidir. Veriler Ekim başlangıcından sonu itibarıyla olacaktır. Test dosyaları (7) yıl boyunca 3 veri kereye kadar yüklenmelidir,1,1,1,1,1,1,0,1,1
